src_ip_type,protocol,packet_size,connection_duration,port_number,data_transferred,label
external,UDP,1586.050111031868,32.05017300668813,9999,13834.333086197428,0
internal,ICMP,225.17977306702295,413.3770529131774,443,3433.1820057753353,0
internal,UDP,178.715198965518,52.65045758454232,3389,15463.229114472984,0
internal,TCP,179.44465655995072,224.52525068481322,9999,1187.1138433792662,0
internal,TCP,1685.1032825640086,26.130581248389046,22,4400.152086934174,0
internal,TCP,1094.213639015969,23.96600813788579,8080,38195.26688713557,0
external,ICMP,740.3759563460444,3.1629049095555,443,15798.29190894885,0
internal,UDP,444.4614016780681,105.45958588759896,80,6876.740461516823,0
external,TCP,2097.2026672943325,45.96990541722013,443,4151.783364886013,0
internal,ICMP,498.31274969744493,199.77380588267937,80,20567.857338514383,0
external,UDP,1696.0826628480697,64.09531147028137,443,7871.2332057710355,0
internal,ICMP,578.2748811138804,344.8082341200801,80,14205.753690659742,0
internal,TCP,473.1195658177371,20.52121782608384,9999,14028.61563741723,0
external,TCP,621.1610598996026,202.96855047299104,3389,181.08655017579048,0
external,TCP,358.6452754306421,149.87773046742976,80,1349.6531481987045,0
external,ICMP,1376.7773129369393,147.36920438900364,80,10777.201562592349,0
internal,ICMP,94507.05686980073,186.2932610814589,22,598462.8522267141,1
external,TCP,264.2425309970652,143.1392112603727,80,2950.3348755028524,0
internal,ICMP,2298.3398495505835,98.40887504235639,22,29306.5553852214,0
internal,TCP,484.33174235871127,14.069398592758247,8080,8213.948614634604,0
external,TCP,784.2823821777635,3.306691334998571,9999,13892.16654861371,0
external,UDP,2369.4956087096266,253.6383301814264,22,8164.01820439065,0
internal,ICMP,978.7993038573308,95.88076894307802,3389,8041.091658255245,0
internal,TCP,124.31461585777976,159.22725389316395,9999,988.836582179654,0
external,TCP,2810.616683932209,65.68583602697946,22,4210.811958952715,0
external,ICMP,988.0769289348262,12.477916417400802,9999,3318.8602753486725,0
external,UDP,407.8263155513094,13.37437491163384,9999,4954.9107724041805,0
internal,UDP,149.9768206164258,115.69788149447113,9999,16011.929369738313,0
internal,TCP,1580.001395680267,56.26557199241903,8080,4651.079015683468,0
internal,ICMP,967.7755075628523,22.37996748916361,3389,6009.268954430238,0
internal,UDP,762.4138580490281,67.6476013409331,443,5064.707707271251,0
internal,ICMP,2243.303330536445,6.636305079345966,443,980.6273378042418,0
internal,ICMP,1553.990013696072,87.22054323249506,22,5817.348986865038,0
external,TCP,164.49132012634087,31.33327966124574,9999,2176.7014905226865,0
internal,UDP,373.5625513958005,159.7307290031962,22,2066.8387773745903,0
internal,TCP,285.66961854883795,37.15883971801938,8080,987.5582410215218,0
internal,UDP,1362.3680618684116,60.73735091953125,8080,4410.989813308781,0
external,UDP,34.107539857837935,1.1688586050930903,80,14166.788694953371,0
internal,UDP,843.713556386143,7.520522230669786,8080,3235.7414263133187,0
internal,UDP,1437.413715859779,49.83924970857172,80,3744.7398535888856,0
external,UDP,2093.667344385938,65.38088487800127,3389,10291.085891587976,0
internal,ICMP,418.6745935450927,91.63421034919133,22,2179.580351065772,0
internal,TCP,1721.8079635410031,34.48347150744582,3389,22726.17931652471,0
internal,ICMP,117.24388509877734,118.73841143891859,8080,7343.661773158989,0
internal,UDP,1873.7439572116875,196.69875044031022,3389,5934.881802711173,0
internal,TCP,136.37963052807083,151.34506386975707,3389,8160.3867403735685,0
external,UDP,506.31463120986433,4.0425016397703155,3389,1815.6302065468096,0
external,TCP,1596.00536332649,65.49018415021082,8080,9505.53914376528,0
external,ICMP,162.42178992041616,11.085355080954614,9999,4511.437781983739,0
internal,TCP,260.39302244475095,27.71312827847182,3389,22748.370647935284,0
internal,TCP,1281.0430976449054,431.71826552294334,80,1849.500562872376,0
internal,TCP,1273.0961719916947,15.372890217305862,8080,7073.497692686778,0
external,TCP,1024.8442087373908,69.09259562090074,3389,9115.834021785264,0
internal,TCP,1184.001709087617,96.27424349612865,9999,339.535548758049,0
internal,UDP,782.4691011956381,121.22233148577382,8080,4520.743237666243,0
external,TCP,290.0836992594099,82.01824240381106,443,13191.413907631935,0
internal,TCP,424.1831937932634,0.9818895384563227,9999,17168.978940344423,0
external,ICMP,200.40127451653183,39.520983599786014,80,3756.5681488133046,0
external,TCP,2390.876139323652,72.92130935726833,3389,16024.288949991364,0
external,ICMP,875.6090546365986,9.196891710405072,443,34344.19488111305,0
internal,UDP,512.2456594790224,43.17478910836826,443,19440.294711648014,0
internal,TCP,619.9075063211633,3.3766845705524053,8080,1251.5966287396338,0
internal,ICMP,2942.823736997211,8.183768960808726,443,13460.370011842206,0
internal,ICMP,166.46955012850069,50.57108535355949,80,3851.7264850610245,0
internal,UDP,882.444609108554,14.238850592466138,80,44581.29529326464,0
internal,TCP,704.9944407931773,83.82674039181207,22,6642.856760533617,0
internal,TCP,945.3443180030728,116.9458563158434,80,1306.029969737606,0
external,ICMP,18.276180406497236,161.23757191107592,9999,12916.591291412149,0
internal,TCP,83981.01663675539,22.33313742578472,443,595053.8248918639,1
external,ICMP,2689.9885366912517,18.330113513507694,80,58355.407253675476,0
internal,TCP,832.7154639433977,11.044881728507567,8080,39012.04628392631,0
internal,ICMP,1192.8707405259581,101.17841147041304,22,10675.032847867047,0
internal,TCP,2557.4693578456263,122.57949395115995,443,1390.626032642448,0
external,UDP,1228.3974533925182,3.2095746736032114,22,11611.080901389289,0
external,TCP,165.5105091241217,275.21940544489087,443,976.4644184649378,0
external,TCP,858.7021498525602,5.337048567900803,8080,298.03916154969477,0
external,UDP,933.220857034015,77.9350888095622,22,17313.708068515454,0
internal,TCP,551.8745039228211,123.46400040612392,3389,2354.0965795813268,0
external,UDP,1333.490303883392,204.77035524547608,9999,4764.678795149574,0
internal,TCP,2723.6768857624747,125.20674728720263,9999,36290.03911890568,0
internal,ICMP,2597.876213054117,161.8115872596726,443,4107.3974738343595,0
external,ICMP,599.3642963036176,41.46827491464336,3389,3516.7287699419044,0
external,TCP,120.17870455178418,168.64545693479235,22,25035.758350551212,0
external,TCP,4189.173989120706,8.350644975816266,3389,1173.7511984917792,0
external,TCP,1825.7181108184427,225.20503187852162,3389,14253.779097575225,0
external,ICMP,133.1459597170634,79.31716828789294,22,44283.27498556762,0
external,TCP,2536.307940963276,169.98976096655187,8080,23156.29915676078,0
external,ICMP,2039.4239312268635,60.20609719350464,3389,10545.989976303099,0
external,UDP,731.5513859686492,103.16390017200887,3389,3769.66277621837,0
internal,ICMP,894.7137868290748,74.73978139587696,8080,2934.6138210745203,0
external,ICMP,509.1648434090136,131.52378349869207,3389,17106.686610611065,0
external,UDP,56.31814924329379,8.515489988895617,3389,21187.80585912068,0
internal,ICMP,408.2648863007411,6.225003131901508,3389,7453.5649972947285,0
external,TCP,1623.8079110661788,28.38271575399164,9999,2801.6366105364013,0
internal,TCP,62995.248962141646,17.381148651515005,80,990596.264582058,1
internal,ICMP,405.7138965901687,205.40355570023982,8080,912.1598707619602,0
external,TCP,507.77809485467816,24.745415818055395,3389,12696.7626099565,0
internal,ICMP,770.8830241238818,372.41028094340936,9999,5449.318995819615,0
internal,TCP,2523.9254761530415,41.08231243314293,8080,23576.737308880187,0
internal,TCP,425.17711089079006,20.103710397885287,443,13458.102184559197,0
internal,ICMP,426.1064859584953,155.92130975943473,443,2122.7831475180133,0
external,TCP,1337.5089516655655,107.50162053415187,3389,9513.41440515005,0
internal,ICMP,601.8777734923394,68.95451087234338,9999,5718.245577919078,0
external,TCP,254.38247370272538,81.04982991156207,9999,8609.736543464369,0
internal,TCP,81120.68207829984,127.01189397289663,8080,773288.5710161475,1
internal,UDP,151.81992193138706,25.935994568670672,8080,16409.073259009223,0
internal,UDP,194.05450320809675,560.8631232047704,9999,18562.168826579808,0
internal,ICMP,689.8880428028177,368.0639977890095,8080,2929.9599914718306,0
external,UDP,542.8762162560071,105.07530901325568,9999,316.099723682902,0
external,ICMP,2463.2927352528127,22.257177846889334,80,13443.647632514809,0
internal,UDP,450.03458303972826,114.01477952753687,9999,1124.3405901093884,0
internal,TCP,868.9023837852719,7.493737183429329,443,3782.190587232693,0
external,ICMP,1000.3907725178481,3.1132116523619477,8080,38.244379732470215,0
internal,ICMP,13.180944825659227,29.797875313889655,9999,11446.650724493273,0
internal,TCP,1089.268197035989,62.105530187343895,9999,1828.8012653045382,0
internal,ICMP,196.0586401992482,202.70199251908406,8080,10650.297759857647,0
external,ICMP,3245.9982722724267,129.8902978817889,80,47966.47590062952,0
external,UDP,160.9469043101801,135.7537904749322,80,754.4672962359814,0
external,ICMP,535.5011145366069,55.42435794074139,8080,802.105680420489,0
internal,TCP,89.21343765050312,42.45485326894826,22,4160.9150783441255,0
internal,UDP,5768.081615150759,46.36856505472971,8080,20128.040817413454,0
external,UDP,697.5468656582261,439.40638915165044,8080,2427.4678120032254,0
external,TCP,904.8193240889457,4.093574204392867,80,4468.776205910047,0
external,TCP,69.43205082825416,201.76429917557388,80,709.6489317309749,0
external,UDP,1386.136255215999,86.43517413526625,8080,14403.50589988116,0
internal,ICMP,235.6028382502632,57.734908103465955,8080,5247.662489098438,0
external,UDP,2283.3148568116303,129.19215674888704,8080,14239.909658498065,0
internal,TCP,229.58882816083334,66.6834303599214,80,23393.30453568656,0
external,UDP,211.57042980881585,206.69063412677667,8080,2649.597209843184,0
internal,TCP,37.23434185767216,230.96284796203744,8080,16471.19168926834,0
external,UDP,638.7857932954639,54.76987013540248,3389,609.1192129112097,0
external,ICMP,832.0441036761805,32.41079070851419,22,22911.2489444863,0
external,UDP,67.96694017915647,89.73471219409093,443,10520.203890806157,0
external,UDP,1494.0025935983722,243.4555939523599,22,20732.74390815202,0
internal,TCP,603.8346502936217,23.656089895002456,3389,1.884173060077152,0
external,TCP,743.1576545925968,97.54214576995756,443,1852.2304647417857,0
internal,TCP,581.1814717875803,99.84780002255434,8080,4939.019527466683,0
internal,UDP,512.0982012749214,132.09300151268556,3389,4772.343534374126,0
internal,ICMP,820.1634571378747,14.106562970266042,8080,2571.2749809571083,0
internal,TCP,168.70300676095547,125.81649091271099,80,4806.390895719053,0
external,TCP,200.8050862086255,239.7253206289245,9999,1379.3962260918438,0
internal,UDP,1978.9493282961403,19.806456078014456,3389,5323.236071186969,0
internal,TCP,2920.9117092646857,27.120959168716197,80,16212.793926377526,0
internal,ICMP,467.30218747513857,355.4177038861512,3389,6521.397243971981,0
external,ICMP,315.73136569266603,19.96430547551579,3389,181.64061203250608,0
external,TCP,1032.8232650944572,192.6789767756658,80,5472.200068263791,0
external,TCP,525.4895676072463,67.7820942553549,443,275.5108562761828,0
external,UDP,25.71414873264703,28.399696999437047,22,33885.796424030275,0
internal,ICMP,169.78360329951062,204.6006001744849,8080,1363.3985772798915,0
internal,ICMP,78914.91997101804,58.933732555995576,3389,521949.9713215026,1
external,TCP,1075.6497823175357,72.32298691011181,8080,36036.6820242123,0
internal,UDP,27.4698578844401,44.50899591778079,9999,17489.24439822237,0
internal,ICMP,250.992973866705,89.88213426850785,80,12016.933214096382,0
internal,ICMP,262.761578950931,17.855729761763136,8080,18292.17811554296,0
external,UDP,1114.4147228278518,49.60709063634736,80,40062.618886101896,0
external,UDP,19.907381292139405,348.71580418211437,8080,9711.28450987375,0
internal,ICMP,109.93605860137282,29.85858804240062,22,8191.295544718216,0
external,ICMP,53110.16130823514,106.92573845171027,22,997409.6469829755,1
external,UDP,196.67770945178535,39.332420438892704,22,7607.322294120064,0
external,ICMP,1057.6990889205767,148.48916907071649,22,10081.02080983246,0
external,TCP,272.04862220899525,14.026677961013675,22,5975.501473066584,0
external,TCP,104.74003348487132,350.06104544244,22,2464.674291187943,0
internal,UDP,278.61951641144725,60.47509221647378,80,1281.1435019851294,0
external,UDP,1281.0948130970319,26.925354349772025,3389,707.8834187851775,0
internal,UDP,1935.8363374539297,7.633772255593707,8080,3055.959504627535,0
internal,TCP,1773.2509999755644,18.603794010459392,22,472.21138287097216,0
external,ICMP,506.14248947508844,73.34983454295815,80,8374.120396793574,0
internal,TCP,1102.876778404595,41.098507980516665,80,3338.3554159161704,0
internal,ICMP,229.3934103289808,176.54098841221574,80,17403.145924257824,0
internal,TCP,346.9335886125168,56.36771906855924,3389,771.4120019125371,0
external,ICMP,2266.5986286309044,28.5969236975851,8080,2566.3763559551394,0
external,TCP,13.087188396285002,96.00989165734678,3389,13102.453916841587,0
internal,UDP,89.38713963044913,122.68226069593449,443,9133.159020301311,0
external,TCP,233.05028023981518,18.277194768584682,80,666.6480273874571,0
external,ICMP,26.890535224316885,18.34652701307607,443,20975.19627296752,0
external,TCP,200.20300329027276,3.7360728009482735,9999,20977.013444037733,0
external,TCP,874.7687287443666,133.33301207898342,22,4010.867130978068,0
internal,TCP,56713.742545113775,109.0062525147099,22,718497.9428328105,1
internal,UDP,2231.8630208218274,64.36541696352927,3389,45124.41366864304,0
external,TCP,1700.6959030194785,185.89924906761502,8080,9839.706395855907,0
external,UDP,418.27280516903204,163.81983211693515,443,7578.276223129634,0
internal,UDP,300.3262521472785,88.03310136359215,8080,18210.987899083328,0
internal,TCP,477.5398081085377,202.70106265290028,3389,3358.788863885267,0
external,TCP,892.3177501433053,23.047185037057353,22,5606.858987434353,0
internal,TCP,312.0617098152729,11.869302139028457,8080,3116.697234200546,0
external,ICMP,978.5622455470876,31.43678057281079,8080,15566.597423168494,0
external,TCP,526.6360392798111,5.878110672996271,22,8517.897402733503,0
internal,UDP,803.0673665148445,75.75140428339438,443,10753.59942441832,0
internal,TCP,572.925395091112,275.83812054019666,22,2907.6314721079266,0
external,ICMP,75030.17855773537,4.013841640938224,8080,990588.9183811473,1
external,TCP,2965.2672211522035,13.023387998311675,443,6701.6261899600195,0
internal,ICMP,1442.2545037326363,60.18432483019309,443,13377.547010585711,0
external,ICMP,150.95449812302087,271.62086538759945,22,7449.453550520307,0
internal,TCP,2028.5049277193239,38.0025611056787,8080,331.904365218015,0
external,UDP,668.3203296619165,70.77225037713451,3389,20291.401871361784,0
internal,ICMP,89066.09278736525,4.24617330010517,8080,716408.0011047346,1
internal,TCP,1608.7144539299004,16.05716513364189,80,31195.845737083324,0
internal,TCP,553.7566192586073,431.4751084533379,9999,254.63416817841798,0
external,UDP,22.725589477540115,335.5804307819909,3389,11856.433404608795,0
external,ICMP,312.9005477764867,0.4952222973827616,443,857.8347340292953,0
internal,ICMP,780.0877556797963,303.26407986788155,3389,24154.915571225203,0
external,TCP,1003.6973319345364,101.92096135685009,443,6244.297212831349,0
internal,TCP,298.2546799289389,202.43345669765108,443,1479.476954617792,0
internal,UDP,57348.135479410485,60.64922690920095,3389,582874.8899100779,1
external,UDP,1801.3870871623917,72.4836068697771,443,1801.1360652722585,0
external,ICMP,4160.6241631872335,67.108549950886,443,1870.3092233736663,0
internal,ICMP,76482.98619728099,109.92052370655834,80,536540.7810135075,1
external,TCP,188.35486366007393,15.041745420945718,8080,5892.307091449376,0
external,ICMP,317.87647172893287,3.043198091997127,8080,15549.604464563437,0
internal,UDP,18.56188741076601,36.80680880137809,9999,10205.561839377111,0
internal,UDP,50392.07953859584,121.96983475408393,9999,990571.8658959109,1
external,TCP,125.281043846203,22.546305443661037,80,1412.1044519185948,0
internal,UDP,859.2406688681559,111.91184093319791,9999,2668.1393042395725,0
internal,UDP,320.2813286027929,350.363039022921,3389,15452.916642619326,0
external,UDP,807.8355154069853,9.860639372178696,22,35324.299263703455,0
internal,UDP,1053.888633986027,111.65790839045361,22,3047.2737858842793,0
internal,TCP,1770.43919242236,58.65378397571735,22,3168.62050047871,0
external,TCP,231.20252750453585,202.60316221935165,80,6403.595555814253,0
external,ICMP,69408.28530634978,19.498109905864382,80,524989.5143298394,1
internal,UDP,147.20807068739052,117.96898763803539,443,3132.8565914927126,0
internal,ICMP,2302.7715288531817,182.08708615976457,22,5225.135111809751,0
external,TCP,2070.6013520531224,289.3432387380273,3389,22208.209351603324,0
external,TCP,909.8443101964925,114.96362349846221,9999,29.25307163229761,0
external,TCP,917.583718505347,68.75126126115396,3389,405.7823776110793,0
external,TCP,1093.7342294075124,96.19348555509416,9999,9265.220868157221,0
internal,TCP,192.82202863855215,203.18329093679114,22,23792.519563034617,0
external,TCP,2458.2095607713013,84.53890920690058,22,2729.335819610999,0
external,TCP,542.609634346318,3.08583177339052,22,6342.026039225076,0
internal,UDP,483.11079932786845,267.2905507299173,80,5986.833618323477,0
external,ICMP,731.716932622681,116.96575360111503,9999,6405.0036018358915,0
internal,TCP,90556.18849667354,112.85975438794891,80,722770.8193709454,1
external,UDP,181.86170504927233,24.293199801802395,80,6343.9492321271455,0
external,UDP,67259.61042471052,107.55369936680887,8080,896571.4369983696,1
external,ICMP,86.4282756718436,50.06515648958588,3389,6430.025444471854,0
internal,TCP,924.2022189851156,105.33511356872364,3389,8937.160709780628,0
internal,ICMP,281.5000336004408,11.271306878269606,443,7700.443985717467,0
external,TCP,493.14225692518835,107.24923184658566,80,19250.805821377933,0
internal,UDP,340.65219195414596,744.1722909704406,9999,507.6380668950239,0
internal,UDP,439.5484777228535,4.941299889430069,8080,17916.61902825886,0
internal,UDP,1269.5639866386869,377.98631125622285,8080,18574.16135972531,0
internal,UDP,352.57153960555087,52.24056824545973,3389,3353.4410334626164,0
